,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09
2023-05-30,,,,,,,,,,,,,,3.8,3.855,3.93,4.01,4.02,4.01,4.0,3.965,3.96,3.935,3.895,3.855,3.82,3.75,3.725,3.705,3.65,3.57,,,,,,,,,,,
2023-05-31,,,,,,,,,,,,,,3.8,3.87,3.95,4.03,4.03,4.035,4.02,3.98,3.97,3.945,3.905,3.855,3.82,3.75,3.725,3.705,3.65,3.56,,,,,,,,,,,
2023-06-01,,,,,,,,,,,,,,3.8,3.895,3.985,4.08,4.085,4.06,4.045,4.01,3.985,3.94,3.89,3.83,3.795,3.725,3.7,3.68,3.625,3.48,,,,,,,,,,,
2023-06-02,,,,,,,,,,,,,,,3.895,4.0,4.09,4.1,4.08,4.04,4.01,3.995,3.95,3.895,3.835,3.79,3.72,3.685,3.645,3.59,3.51,3.465,,,,,,,,,,
2023-06-05,,,,,,,,,,,,,,,3.925,4.045,4.135,4.155,4.16,4.14,4.085,4.075,4.015,3.98,3.915,3.87,3.8,3.765,3.725,3.67,3.565,3.52,,,,,,,,,,
2023-06-06,,,,,,,,,,,,,,,3.915,4.025,4.13,4.17,4.185,4.18,4.16,4.15,4.115,4.075,4.015,3.975,3.905,3.86,3.82,3.765,3.685,3.64,,,,,,,,,,
2023-06-07,,,,,,,,,,,,,,,4.01,4.125,4.235,4.28,4.29,4.28,4.25,4.23,4.2,4.155,4.1,4.055,3.985,3.94,3.915,3.855,3.735,3.685,,,,,,,,,,
2023-06-08,,,,,,,,,,,,,,,4.015,4.14,4.255,4.32,4.36,4.37,4.34,4.335,4.295,4.245,4.185,4.14,4.07,4.025,4.0,3.94,3.825,3.775,,,,,,,,,,
2023-06-09,,,,,,,,,,,,,,,4.015,4.15,4.305,4.395,4.46,4.48,4.485,4.475,4.47,4.405,4.35,4.31,4.24,4.2,4.175,4.115,4.0,3.955,,,,,,,,,,
2023-06-12,,,,,,,,,,,,,,,4.015,4.14,4.29,4.385,4.44,4.46,4.455,4.455,4.425,4.37,4.315,4.27,4.215,4.155,4.105,4.045,3.965,3.91,,,,,,,,,,
2023-06-13,,,,,,,,,,,,,,,4.015,4.14,4.29,4.385,4.44,4.46,4.455,4.455,4.425,4.37,4.315,4.27,4.215,4.155,4.105,4.045,3.965,3.91,,,,,,,,,,
2023-06-14,,,,,,,,,,,,,,,4.015,4.145,4.285,4.365,4.435,4.45,4.455,4.45,4.425,4.375,4.32,4.28,4.225,4.165,4.125,4.065,3.97,3.92,,,,,,,,,,
2023-06-15,,,,,,,,,,,,,,,4.015,4.155,4.31,4.395,4.46,4.49,4.5,4.5,4.48,4.435,4.39,4.355,4.3,4.24,4.2,4.14,4.08,4.035,,,,,,,,,,
2023-06-16,,,,,,,,,,,,,,,4.015,4.21,4.385,4.49,4.575,4.605,4.595,4.605,4.575,4.545,4.5,4.46,4.405,4.345,4.305,4.245,4.185,4.14,,,,,,,,,,
2023-06-19,,,,,,,,,,,,,,,4.015,4.215,4.395,4.5,4.6,4.645,4.635,4.63,4.615,4.575,4.52,4.48,4.425,4.365,4.325,4.265,4.18,4.13,,,,,,,,,,
2023-06-20,,,,,,,,,,,,,,,4.015,4.21,4.385,4.485,4.56,4.585,4.58,4.58,4.56,4.52,4.47,4.44,4.38,4.32,4.28,4.22,4.17,4.12,,,,,,,,,,
2023-06-21,,,,,,,,,,,,,,,4.015,4.17,4.33,4.415,4.5,4.54,4.535,4.535,4.515,4.48,4.44,4.405,4.345,4.295,4.26,4.2,4.145,4.085,,,,,,,,,,
2023-06-22,,,,,,,,,,,,,,,4.015,4.16,4.32,4.4,4.47,4.505,4.505,4.495,4.48,4.45,4.415,4.39,4.33,4.28,4.245,4.185,4.15,4.095,,,,,,,,,,
2023-06-23,,,,,,,,,,,,,,,4.015,4.17,4.34,4.43,4.505,4.555,4.565,4.555,4.535,4.51,4.475,4.445,4.38,4.33,4.295,4.235,4.19,4.13,,,,,,,,,,
2023-06-26,,,,,,,,,,,,,,,4.015,4.17,4.34,4.43,4.55,4.595,4.61,4.61,4.595,4.58,4.55,4.525,4.46,4.41,4.375,4.315,4.27,4.21,,,,,,,,,,
2023-06-27,,,,,,,,,,,,,,,4.015,4.145,4.3,4.39,4.47,4.53,4.54,4.54,4.53,4.51,4.475,4.44,4.375,4.325,4.29,4.23,4.185,4.125,,,,,,,,,,
2023-06-28,,,,,,,,,,,,,,,4.015,4.15,4.295,4.375,4.455,4.51,4.515,4.515,4.505,4.485,4.45,4.42,4.355,4.305,4.27,4.21,4.165,4.105,,,,,,,,,,
2023-06-29,,,,,,,,,,,,,,,4.015,4.135,4.275,4.335,4.385,4.435,4.45,4.445,4.44,4.42,4.39,4.365,4.3,4.25,4.215,4.155,4.11,4.05,,,,,,,,,,
2023-06-30,,,,,,,,,,,,,,,4.015,4.16,4.31,4.39,4.44,4.48,4.5,4.495,4.495,4.47,4.435,4.405,4.34,4.29,4.255,4.195,4.15,4.09,,,,,,,,,,
2023-07-03,,,,,,,,,,,,,,,4.015,4.17,4.32,4.405,4.465,4.525,4.55,4.565,4.56,4.555,4.53,4.5,4.445,4.405,4.37,4.315,4.27,4.21,,,,,,,,,,
2023-07-19,,,,,,,,,,,,,,,,4.065,4.16,4.205,4.25,4.305,4.335,4.335,4.345,4.345,4.345,4.32,4.3,4.27,4.23,4.185,4.14,4.07,4.015,,,,,,,,,
2023-07-20,,,,,,,,,,,,,,,,4.065,4.205,4.275,4.325,4.385,4.445,4.445,4.465,4.46,4.455,4.435,4.415,4.385,4.345,4.3,4.255,4.185,4.13,,,,,,,,,
2023-07-21,,,,,,,,,,,,,,,,4.065,4.215,4.275,4.33,4.4,4.445,4.455,4.47,4.475,4.475,4.46,4.44,4.415,4.37,4.325,4.28,4.21,4.16,,,,,,,,,
2023-07-24,,,,,,,,,,,,,,,,4.065,4.205,4.265,4.305,4.375,4.43,4.43,4.445,4.445,4.445,4.43,4.41,4.385,4.34,4.295,4.25,4.18,4.13,,,,,,,,,
2023-07-25,,,,,,,,,,,,,,,,4.065,4.2,4.26,4.295,4.36,4.425,4.425,4.45,4.455,4.455,4.445,4.43,4.41,4.37,4.345,4.29,4.235,4.17,,,,,,,,,
2023-07-26,,,,,,,,,,,,,,,,4.065,4.135,4.175,4.215,4.27,4.295,4.3,4.32,4.32,4.315,4.32,4.31,4.29,4.25,4.225,4.17,4.115,4.05,,,,,,,,,
2023-07-27,,,,,,,,,,,,,,,,4.065,4.125,4.165,4.205,4.255,4.27,4.275,4.275,4.28,4.27,4.26,4.235,4.21,4.17,4.15,4.105,4.05,3.985,,,,,,,,,
2023-07-28,,,,,,,,,,,,,,,,4.065,4.12,4.16,4.2,4.23,4.27,4.285,4.295,4.295,4.295,4.295,4.285,4.26,4.22,4.2,4.155,4.1,4.035,,,,,,,,,
2023-07-31,,,,,,,,,,,,,,,,4.065,4.135,4.175,4.21,4.255,4.295,4.305,4.315,4.32,4.31,4.31,4.29,4.265,4.225,4.205,4.16,4.105,4.04,,,,,,,,,
2023-08-01,,,,,,,,,,,,,,,,,4.065,4.105,4.145,4.195,4.225,4.215,4.22,4.215,4.21,4.195,4.17,4.145,4.105,4.085,4.04,3.985,3.92,3.92,,,,,,,,
2023-08-02,,,,,,,,,,,,,,,,,4.065,4.09,4.12,4.175,4.195,4.18,4.185,4.195,4.185,4.175,4.155,4.13,4.09,4.07,4.025,3.97,3.905,3.89,,,,,,,,
2023-08-03,,,,,,,,,,,,,,,,,4.065,4.09,4.125,4.18,4.19,4.19,4.19,4.195,4.185,4.17,4.15,4.125,4.075,4.05,3.995,3.935,3.875,3.85,,,,,,,,
2023-08-04,,,,,,,,,,,,,,,,,4.065,4.09,4.13,4.19,4.215,4.215,4.215,4.22,4.21,4.195,4.175,4.15,4.1,4.075,4.02,3.96,3.9,3.875,,,,,,,,
2023-08-07,,,,,,,,,,,,,,,,,4.065,4.085,4.115,4.165,4.195,4.19,4.2,4.195,4.195,4.175,4.155,4.13,4.08,4.055,4.0,3.955,3.9,3.88,,,,,,,,
2023-08-08,,,,,,,,,,,,,,,,,4.065,4.08,4.11,4.15,4.185,4.17,4.185,4.18,4.17,4.15,4.125,4.095,4.045,4.02,3.965,3.92,3.865,3.845,,,,,,,,
2023-08-09,,,,,,,,,,,,,,,,,4.065,4.085,4.115,4.155,4.18,4.185,4.195,4.195,4.195,4.175,4.15,4.12,4.07,4.045,3.99,3.945,3.89,3.87,,,,,,,,
2023-08-10,,,,,,,,,,,,,,,,,4.065,4.085,4.12,4.17,4.2,4.195,4.215,4.21,4.21,4.195,4.17,4.14,4.09,4.065,4.01,3.955,3.89,3.865,,,,,,,,
2023-08-11,,,,,,,,,,,,,,,,,4.065,4.085,4.115,4.17,4.205,4.215,4.23,4.235,4.235,4.225,4.205,4.18,4.135,4.11,4.055,4.0,3.94,3.915,,,,,,,,
2023-08-14,,,,,,,,,,,,,,,,,4.065,4.09,4.125,4.185,4.22,4.225,4.24,4.25,4.25,4.25,4.24,4.225,4.19,4.17,4.135,4.085,4.03,4.01,,,,,,,,
2023-08-15,,,,,,,,,,,,,,,,,4.065,4.085,4.12,4.18,4.215,4.225,4.25,4.255,4.255,4.255,4.25,4.235,4.21,4.19,4.16,4.115,4.065,4.045,,,,,,,,
2023-08-16,,,,,,,,,,,,,,,,,4.065,4.08,4.12,4.165,4.2,4.205,4.23,4.23,4.22,4.22,4.205,4.185,4.16,4.14,4.11,4.07,4.025,4.01,,,,,,,,
2023-08-17,,,,,,,,,,,,,,,,,4.065,4.075,4.105,4.16,4.195,4.2,4.215,4.24,4.235,4.24,4.235,4.23,4.205,4.19,4.16,4.125,4.085,4.065,,,,,,,,
2023-08-18,,,,,,,,,,,,,,,,,4.065,4.075,4.1,4.15,4.18,4.18,4.185,4.195,4.185,4.185,4.19,4.18,4.15,4.135,4.095,4.055,4.01,3.99,,,,,,,,
2023-08-21,,,,,,,,,,,,,,,,,4.065,4.075,4.095,4.145,4.165,4.165,4.19,4.195,4.19,4.195,4.185,4.175,4.15,4.13,4.095,4.055,4.01,3.99,,,,,,,,
2023-08-22,,,,,,,,,,,,,,,,,4.065,4.075,4.095,4.145,4.175,4.175,4.2,4.205,4.2,4.205,4.195,4.185,4.16,4.145,4.11,4.07,4.03,4.01,,,,,,,,
2023-08-23,,,,,,,,,,,,,,,,,4.065,4.075,4.09,4.135,4.17,4.165,4.18,4.19,4.185,4.195,4.185,4.175,4.145,4.125,4.09,4.05,4.005,3.985,,,,,,,,
2023-08-24,,,,,,,,,,,,,,,,,4.065,4.075,4.09,4.125,4.155,4.15,4.155,4.17,4.165,4.165,4.15,4.13,4.1,4.08,4.045,4.005,3.96,3.94,,,,,,,,
2023-08-25,,,,,,,,,,,,,,,,,4.065,4.075,4.09,4.135,4.165,4.165,4.18,4.19,4.19,4.19,4.185,4.175,4.15,4.13,4.095,4.055,4.005,3.985,,,,,,,,
2023-08-28,,,,,,,,,,,,,,,,,4.065,4.075,4.095,4.15,4.17,4.175,4.185,4.205,4.205,4.205,4.2,4.19,4.165,4.15,4.11,4.07,4.02,4.005,,,,,,,,
2023-08-29,,,,,,,,,,,,,,,,,4.065,4.075,4.1,4.145,4.175,4.175,4.18,4.19,4.19,4.195,4.19,4.18,4.145,4.125,4.085,4.045,3.995,3.975,,,,,,,,
2023-08-30,,,,,,,,,,,,,,,,,4.065,4.07,4.095,4.14,4.16,4.16,4.175,4.18,4.18,4.175,4.16,4.14,4.11,4.09,4.05,4.005,3.955,3.93,,,,,,,,
2023-08-31,,,,,,,,,,,,,,,,,4.065,4.07,4.09,4.13,4.15,4.15,4.155,4.16,4.15,4.14,4.12,4.1,4.055,4.03,3.985,3.94,3.885,3.865,,,,,,,,
2023-09-01,,,,,,,,,,,,,,,,,,4.07,4.09,4.13,4.14,4.145,4.145,4.15,4.135,4.125,4.1,4.075,4.025,4.0,3.955,3.905,3.855,3.835,3.785,,,,,,,
2023-09-04,,,,,,,,,,,,,,,,,,4.07,4.09,4.135,4.15,4.145,4.155,4.145,4.135,4.125,4.115,4.095,4.045,4.02,3.975,3.925,3.875,3.855,3.805,,,,,,,
2023-09-05,,,,,,,,,,,,,,,,,,4.065,4.085,4.13,4.145,4.15,4.145,4.145,4.14,4.125,4.12,4.1,4.06,4.04,4.0,3.955,3.905,3.885,3.84,,,,,,,
2023-09-06,,,,,,,,,,,,,,,,,,4.065,4.085,4.125,4.14,4.145,4.15,4.145,4.13,4.11,4.1,4.08,4.035,4.015,3.975,3.935,3.885,3.87,3.825,,,,,,,
2023-09-07,,,,,,,,,,,,,,,,,,4.065,4.085,4.13,4.155,4.16,4.175,4.165,4.16,4.145,4.14,4.125,4.09,4.07,4.035,4.0,3.955,3.94,3.9,,,,,,,
2023-09-08,,,,,,,,,,,,,,,,,,4.065,4.085,4.125,4.145,4.145,4.16,4.16,4.15,4.13,4.115,4.1,4.065,4.05,4.015,3.975,3.93,3.915,3.875,,,,,,,
2023-09-11,,,,,,,,,,,,,,,,,,4.065,4.08,4.125,4.15,4.15,4.165,4.165,4.155,4.155,4.14,4.13,4.095,4.075,4.04,4.005,3.96,3.94,3.9,,,,,,,
2023-09-12,,,,,,,,,,,,,,,,,,4.065,4.08,4.13,4.15,4.145,4.165,4.165,4.16,4.145,4.14,4.125,4.085,4.065,4.03,3.995,3.955,3.935,3.9,,,,,,,
2023-09-13,,,,,,,,,,,,,,,,,,4.065,4.08,4.13,4.165,4.165,4.18,4.175,4.17,4.165,4.16,4.135,4.1,4.09,4.055,4.02,3.98,3.965,3.93,,,,,,,
2023-09-14,,,,,,,,,,,,,,,,,,4.065,4.08,4.13,4.16,4.16,4.18,4.195,4.19,4.175,4.16,4.14,4.105,4.08,4.045,4.005,3.96,3.945,3.905,,,,,,,
2023-09-15,,,,,,,,,,,,,,,,,,4.065,4.08,4.13,4.16,4.16,4.19,4.185,4.18,4.165,4.16,4.14,4.105,4.085,4.05,4.01,3.965,3.945,3.9,,,,,,,
2023-09-18,,,,,,,,,,,,,,,,,,4.065,4.08,4.135,4.175,4.18,4.2,4.205,4.205,4.215,4.21,4.2,4.175,4.16,4.13,4.09,4.04,4.02,3.975,,,,,,,
2023-09-19,,,,,,,,,,,,,,,,,,4.065,4.08,4.135,4.175,4.18,4.21,4.22,4.215,4.22,4.205,4.195,4.17,4.155,4.125,4.085,4.04,4.02,3.98,,,,,,,
2023-09-20,,,,,,,,,,,,,,,,,,4.065,4.085,4.145,4.2,4.2,4.24,4.255,4.275,4.27,4.27,4.27,4.245,4.23,4.2,4.16,4.115,4.095,4.055,,,,,,,
2023-09-21,,,,,,,,,,,,,,,,,,4.065,4.085,4.15,4.21,4.22,4.29,4.305,4.33,4.325,4.325,4.34,4.32,4.305,4.275,4.235,4.19,4.17,4.13,,,,,,,
2023-09-22,,,,,,,,,,,,,,,,,,4.065,4.085,4.145,4.195,4.205,4.265,4.295,4.31,4.31,4.31,4.305,4.295,4.28,4.25,4.21,4.165,4.145,4.105,,,,,,,
2023-09-25,,,,,,,,,,,,,,,,,,4.065,4.085,4.15,4.2,4.205,4.26,4.285,4.295,4.3,4.295,4.285,4.27,4.26,4.23,4.2,4.16,4.14,4.1,,,,,,,
2023-09-26,,,,,,,,,,,,,,,,,,4.065,4.085,4.15,4.205,4.21,4.26,4.29,4.295,4.3,4.3,4.3,4.28,4.27,4.245,4.215,4.17,4.155,4.115,,,,,,,
2023-09-27,,,,,,,,,,,,,,,,,,4.065,4.085,4.15,4.2,4.205,4.255,4.28,4.28,4.29,4.29,4.28,4.275,4.26,4.235,4.2,4.155,4.14,4.105,,,,,,,
2023-09-28,,,,,,,,,,,,,,,,,,4.065,4.085,4.155,4.215,4.22,4.29,4.32,4.335,4.34,4.34,4.34,4.325,4.32,4.3,4.265,4.23,4.215,4.175,,,,,,,
2023-09-29,,,,,,,,,,,,,,,,,,4.065,4.085,4.16,4.21,4.22,4.285,4.32,4.345,4.33,4.335,4.325,4.305,4.3,4.275,4.245,4.21,4.195,4.155,,,,,,,
2023-10-02,,,,,,,,,,,,,,,,,,,4.09,4.165,4.22,4.23,4.295,4.33,4.355,4.34,4.345,4.335,4.315,4.31,4.285,4.255,4.22,4.205,4.165,4.165,,,,,,
2023-10-03,,,,,,,,,,,,,,,,,,,4.065,4.125,4.195,4.2,4.275,4.3,4.305,4.31,4.315,4.31,4.3,4.29,4.275,4.25,4.22,4.205,4.18,4.155,,,,,,
2023-10-04,,,,,,,,,,,,,,,,,,,4.065,4.13,4.19,4.2,4.27,4.295,4.305,4.31,4.32,4.325,4.305,4.3,4.29,4.27,4.25,4.24,4.22,4.2,,,,,,
2023-10-05,,,,,,,,,,,,,,,,,,,4.065,4.125,4.175,4.175,4.225,4.255,4.26,4.265,4.265,4.265,4.255,4.25,4.23,4.205,4.18,4.165,4.145,4.125,,,,,,
2023-10-06,,,,,,,,,,,,,,,,,,,4.065,4.12,4.155,4.155,4.2,4.22,4.22,4.22,4.22,4.22,4.205,4.2,4.18,4.15,4.12,4.105,4.08,4.06,,,,,,
2023-10-09,,,,,,,,,,,,,,,,,,,4.065,4.11,4.135,4.14,4.18,4.195,4.195,4.2,4.2,4.2,4.18,4.165,4.14,4.11,4.075,4.06,4.03,4.01,,,,,,
2023-10-10,,,,,,,,,,,,,,,,,,,4.065,4.105,4.13,4.135,4.175,4.18,4.175,4.185,4.17,4.16,4.135,4.13,4.105,4.07,4.035,4.02,3.99,3.965,,,,,,
2023-10-11,,,,,,,,,,,,,,,,,,,4.065,4.105,4.135,4.14,4.18,4.19,4.19,4.19,4.18,4.165,4.14,4.13,4.105,4.07,4.035,4.02,3.99,3.965,,,,,,
2023-10-12,,,,,,,,,,,,,,,,,,,4.065,4.11,4.145,4.145,4.18,4.2,4.19,4.19,4.175,4.16,4.135,4.125,4.1,4.065,4.03,4.015,3.985,3.96,,,,,,
2023-10-13,,,,,,,,,,,,,,,,,,,4.065,4.11,4.145,4.15,4.185,4.195,4.195,4.19,4.175,4.16,4.14,4.135,4.11,4.08,4.045,4.035,4.0,3.98,,,,,,
2023-10-16,,,,,,,,,,,,,,,,,,,4.065,4.11,4.14,4.145,4.19,4.195,4.195,4.185,4.185,4.17,4.145,4.135,4.11,4.08,4.04,4.03,3.995,3.975,,,,,,
2023-10-17,,,,,,,,,,,,,,,,,,,4.065,4.145,4.19,4.195,4.24,4.265,4.28,4.28,4.28,4.275,4.255,4.255,4.235,4.215,4.18,4.17,4.145,4.125,,,,,,
2023-10-18,,,,,,,,,,,,,,,,,,,4.065,4.145,4.205,4.21,4.275,4.31,4.335,4.35,4.36,4.365,4.355,4.365,4.365,4.345,4.31,4.3,4.27,4.25,,,,,,
2023-10-19,,,,,,,,,,,,,,,,,,,4.065,4.15,4.205,4.21,4.275,4.305,4.325,4.355,4.365,4.37,4.365,4.38,4.375,4.35,4.32,4.305,4.28,4.26,,,,,,
2023-10-20,,,,,,,,,,,,,,,,,,,4.065,4.14,4.195,4.2,4.255,4.3,4.315,4.335,4.345,4.34,4.33,4.34,4.33,4.305,4.275,4.265,4.245,4.225,,,,,,
2023-10-23,,,,,,,,,,,,,,,,,,,4.065,4.145,4.2,4.205,4.265,4.3,4.32,4.345,4.35,4.35,4.34,4.35,4.345,4.33,4.305,4.29,4.27,4.255,,,,,,
2023-10-24,,,,,,,,,,,,,,,,,,,4.065,4.14,4.185,4.19,4.245,4.275,4.295,4.31,4.31,4.31,4.295,4.305,4.29,4.26,4.23,4.215,4.195,4.175,,,,,,
2023-10-25,,,,,,,,,,,,,,,,,,,4.065,4.205,4.3,4.305,4.37,4.405,4.425,4.435,4.435,4.435,4.42,4.42,4.4,4.37,4.335,4.32,4.29,4.265,,,,,,
2023-10-26,,,,,,,,,,,,,,,,,,,4.065,4.19,4.28,4.285,4.355,4.39,4.415,4.445,4.445,4.44,4.44,4.44,4.42,4.39,4.36,4.345,4.32,4.3,,,,,,
2023-10-27,,,,,,,,,,,,,,,,,,,4.065,4.19,4.265,4.27,4.35,4.385,4.41,4.445,4.445,4.445,4.43,4.425,4.405,4.375,4.345,4.33,4.305,4.29,,,,,,
2023-10-30,,,,,,,,,,,,,,,,,,,4.065,4.2,4.285,4.29,4.37,4.425,4.45,4.495,4.5,4.495,4.495,4.5,4.5,4.48,4.455,4.445,4.425,4.41,,,,,,
2023-10-31,,,,,,,,,,,,,,,,,,,4.065,4.195,4.275,4.28,4.37,4.42,4.45,4.505,4.515,4.515,4.515,4.515,4.515,4.495,4.47,4.46,4.44,4.425,,,,,,
2023-11-01,,,,,,,,,,,,,,,,,,,,4.2,4.285,4.295,4.375,4.42,4.455,4.505,4.51,4.515,4.515,4.52,4.52,4.51,4.495,4.485,4.465,4.445,4.43,,,,,
2023-11-02,,,,,,,,,,,,,,,,,,,,4.195,4.285,4.29,4.365,4.405,4.44,4.465,4.475,4.475,4.47,4.465,4.455,4.43,4.4,4.39,4.365,4.345,4.32,,,,,
2023-11-03,,,,,,,,,,,,,,,,,,,,4.195,4.28,4.29,4.365,4.4,4.44,4.46,4.48,4.48,4.465,4.46,4.445,4.43,4.395,4.385,4.355,4.33,4.305,,,,,
2023-11-06,,,,,,,,,,,,,,,,,,,,4.195,4.275,4.285,4.355,4.395,4.425,4.45,4.45,4.45,4.44,4.435,4.42,4.395,4.355,4.34,4.305,4.28,4.25,,,,,
2023-11-07,,,,,,,,,,,,,,,,,,,,4.255,4.335,4.34,4.405,4.425,4.435,4.465,4.46,4.455,4.445,4.44,4.42,4.395,4.355,4.34,4.305,4.28,4.25,,,,,
2023-11-08,,,,,,,,,,,,,,,,,,,,4.255,4.33,4.335,4.39,4.415,4.43,4.44,4.43,4.425,4.395,4.38,4.345,4.31,4.27,4.255,4.215,4.19,4.16,,,,,
2023-11-09,,,,,,,,,,,,,,,,,,,,4.255,4.335,4.34,4.395,4.42,4.435,4.435,4.435,4.43,4.405,4.4,4.365,4.33,4.29,4.275,4.24,4.215,4.185,,,,,
2023-11-10,,,,,,,,,,,,,,,,,,,,4.255,4.335,4.335,4.395,4.425,4.445,4.46,4.46,4.46,4.44,4.435,4.41,4.385,4.355,4.34,4.31,4.275,4.24,,,,,
2023-11-13,,,,,,,,,,,,,,,,,,,,4.255,4.33,4.335,4.41,4.44,4.465,4.485,4.49,4.49,4.485,4.48,4.47,4.44,4.41,4.395,4.37,4.35,4.33,,,,,
2023-11-14,,,,,,,,,,,,,,,,,,,,4.255,4.335,4.34,4.405,4.44,4.47,4.49,4.495,4.495,4.48,4.475,4.455,4.43,4.395,4.38,4.355,4.335,4.315,,,,,
2023-11-15,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.33,4.39,4.41,4.425,4.44,4.435,4.43,4.405,4.39,4.36,4.33,4.29,4.27,4.235,4.21,4.185,,,,,
2023-11-16,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.325,4.39,4.41,4.43,4.435,4.435,4.43,4.395,4.39,4.36,4.32,4.28,4.265,4.225,4.2,4.17,,,,,
2023-11-17,,,,,,,,,,,,,,,,,,,,4.26,4.32,4.325,4.37,4.385,4.39,,4.39,4.375,4.335,4.32,4.285,4.245,4.2,4.18,4.14,4.115,4.085,,,,,
2023-11-20,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.325,4.375,4.395,4.4,4.41,4.41,4.4,4.36,4.355,4.32,4.285,4.245,4.23,4.195,4.17,4.14,,,,,
2023-11-21,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.325,4.38,4.395,4.405,4.415,4.415,4.405,4.37,4.355,4.325,4.28,4.23,4.215,4.17,4.14,4.105,,,,,
2023-11-22,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.325,4.385,4.4,4.41,4.415,4.42,4.41,4.375,4.37,4.335,4.29,4.24,4.22,4.175,4.145,4.115,,,,,
2023-11-23,,,,,,,,,,,,,,,,,,,,4.26,4.34,4.34,4.415,4.445,4.465,4.48,4.485,4.48,4.46,4.45,4.42,4.385,4.34,4.32,4.28,4.245,4.215,,,,,
2023-11-24,,,,,,,,,,,,,,,,,,,,4.26,4.335,4.34,4.425,4.46,4.485,4.505,4.515,4.515,4.49,4.48,4.44,4.4,4.35,4.33,4.285,4.25,4.215,,,,,
2023-11-27,,,,,,,,,,,,,,,,,,,,4.26,4.34,4.34,4.42,4.465,4.49,4.52,4.53,4.53,4.505,4.495,4.47,4.43,4.38,4.365,4.315,4.285,4.25,,,,,
2023-11-28,,,,,,,,,,,,,,,,,,,,4.26,4.34,4.34,4.425,4.455,4.48,4.5,4.505,4.5,4.47,4.46,4.425,4.38,4.33,4.31,4.265,4.235,4.205,,,,,
2023-11-29,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.325,4.385,4.395,4.405,4.415,4.41,4.39,4.35,4.33,4.285,4.24,4.19,4.17,4.125,4.09,4.055,,,,,
2023-11-30,,,,,,,,,,,,,,,,,,,,4.26,4.325,4.325,4.385,4.395,4.405,4.405,4.395,4.38,4.34,4.315,4.28,4.23,4.175,4.155,4.11,4.075,4.04,,,,,
2023-12-01,,,,,,,,,,,,,,,,,,,,,4.325,4.325,4.385,4.4,4.415,4.415,4.41,4.39,4.36,4.335,4.305,4.26,4.21,4.19,4.145,4.115,4.08,4.05,,,,
2023-12-04,,,,,,,,,,,,,,,,,,,,,4.33,4.33,4.385,4.39,4.4,4.4,4.385,4.365,4.33,4.31,4.265,4.22,4.17,4.15,4.105,4.07,4.035,3.99,,,,
2023-12-05,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.365,4.37,4.375,4.365,4.35,4.325,4.29,4.27,4.225,4.18,4.125,4.105,4.055,4.02,3.99,3.95,,,,
2023-12-06,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.335,4.33,4.31,4.265,4.24,4.205,4.16,4.135,4.09,4.04,3.985,3.96,3.915,3.885,3.855,3.82,,,,
2023-12-07,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.33,4.325,4.32,4.28,4.24,4.22,4.17,4.14,4.1,4.05,4.0,3.975,3.93,3.9,3.87,3.84,,,,
2023-12-08,,,,,,,,,,,,,,,,,,,,,4.31,4.31,4.335,4.33,4.315,4.27,4.245,4.205,4.16,4.14,4.095,4.05,4.0,3.98,3.935,3.905,3.88,3.85,,,,
2023-12-11,,,,,,,,,,,,,,,,,,,,,4.31,4.305,4.34,4.33,4.325,4.285,4.265,4.235,4.19,4.17,4.13,4.085,4.035,4.02,3.975,3.95,3.92,3.89,,,,
2023-12-12,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.34,4.335,4.33,4.29,4.265,4.23,4.19,4.17,4.125,4.08,4.035,4.015,3.97,3.945,3.925,3.895,,,,
2023-12-13,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.335,4.335,4.33,4.285,4.26,4.23,4.19,4.17,4.13,4.09,4.04,4.025,3.985,3.955,3.925,3.895,,,,
2023-12-14,,,,,,,,,,,,,,,,,,,,,4.315,4.305,4.315,4.275,4.245,4.16,4.125,4.07,4.005,3.96,3.9,3.845,3.795,3.78,3.74,3.71,3.68,3.65,,,,
2023-12-15,,,,,,,,,,,,,,,,,,,,,4.315,4.31,4.32,4.305,4.27,4.195,4.15,4.1,4.035,4.005,3.945,3.89,3.84,3.815,3.775,3.745,3.72,3.69,,,,
